Time	Detection	N	maxAmp	geoMax	meanSNR	maxSNR	Class	closestBor	Vup	Vdown
2024-10-01 08:41:07.782	001001111111111111111000000	17	  1774.7	5	  25.9	  103.5	HF_5	5	1465	1510
2024-10-01 08:42:55.195	001111111111111111110110000	20	  1033.6	1	   9.2	   20.8	Inspect	NaN	NaN	NaN
2024-10-01 08:42:59.626	001111111111111111111111000	22	  1367.2	6	  15.6	   34.8	Surface	NaN	NaN	NaN
2024-10-01 09:25:40.919	001111111111111111110100000	19	 10871.7	1	  13.5	   28.0	Inspect	NaN	NaN	NaN
2024-10-01 09:53:49.783	000111111111110110110000000	15	  1320.2	1	  12.6	   29.3	Inspect	NaN	NaN	NaN
2024-10-01 10:08:29.999	001111111111111111110000000	18	  4016.9	6	 298.9	 1358.4	Inspect	NaN	NaN	NaN
2024-10-02 00:02:43.439	000111111110100110100000000	12	  1449.5	1	  15.5	   67.8	Inspect	NaN	NaN	NaN
2024-10-02 00:22:26.688	001111111111110110110000000	16	   276.9	8	  10.0	   30.8	Inspect	NaN	NaN	NaN
2024-10-02 04:53:11.715	111111111001110000000000000	12	  8075.8	1	   8.9	   27.6	Surface	NaN	NaN	NaN
2024-10-02 06:32:49.542	001001111111111111111101000	19	  3193.3	5	  74.3	  309.1	HF_5	5	1665	1500
2024-10-02 06:32:50.793	001001111111111111111101000	19	  3193.3	5	  74.3	  309.1	HF_5	5	1665	1500
2024-10-02 07:56:09.748	001011101001110110110000000	12	  1009.6	1	   9.1	   27.3	Inspect	NaN	NaN	NaN
2024-10-02 08:50:15.992	111111111011111101110000000	18	  8046.4	1	  11.1	   26.7	HF_5	NaN	NaN	NaN
2024-10-02 09:09:04.175	000001001011001101111110000	12	  1966.9	7	  19.6	  204.2	HF_7	7	1555	2095
2024-10-02 10:41:39.216	111111111111001111010100000	18	  1316.3	1	  17.3	   98.1	Inspect	NaN	NaN	NaN
2024-10-02 10:43:57.019	111001001011111110100000000	13	  1273.3	1	  11.2	   81.0	HF_5	5	1875	1430
2024-10-02 12:08:21.406	001111111011111101100000000	15	   843.9	2	  24.2	  134.1	HF_2	2	1570	1470
2024-10-02 13:22:24.625	001011111011111000100000000	12	   812.8	1	  12.8	   60.2	HF_1	1	NaN	1585
2024-10-02 13:33:05.702	111111101001001001111111000	17	  6465.1	1	  15.1	   94.3	HF_8	8	1255	NaN
2024-10-02 14:55:23.676	000001001111111110000000000	10	   538.2	5	  11.9	   70.9	HF_5	NaN	NaN	NaN
2024-10-02 15:42:14.532	001111111111111100110100000	17	  1374.1	1	  12.6	   32.0	Inspect	NaN	NaN	NaN
2024-10-02 20:12:40.837	001011111111111111011111000	20	  4347.6	8	  37.2	  169.4	HF_8	8	1340	NaN
2024-10-02 21:42:49.325	001111111101000110000000000	11	   288.2	8	  10.5	   30.5	HF_1	1	NaN	1410
2024-10-02 22:57:54.282	000001001111111000110000000	10	  1242.2	1	  13.2	  119.4	HF_4	4	1785	1035
2024-10-03 00:13:09.813	111111111000110000100000000	12	  9913.1	1	  10.7	   45.3	Surface	NaN	NaN	NaN
2024-10-03 00:20:06.429	111111111001000000100000000	11	 10867.4	1	  12.0	   49.4	Surface	NaN	NaN	NaN
2024-10-03 02:36:18.806	111111111011111000100000000	15	  2492.3	2	  34.2	  419.2	HF_2	2	1655	1280
2024-10-03 03:27:19.562	111111111111110110100000000	17	   346.2	3	  14.6	   51.1	HF_1	1	NaN	1320
2024-10-03 06:08:27.167	010110110110110110000100000	12	   272.4	8	  16.1	   53.8	Inspect	NaN	NaN	NaN
2024-10-03 06:26:57.281	001111111111111111111100000	20	   626.3	6	  12.7	   41.4	Inspect	NaN	NaN	NaN
2024-10-03 10:29:11.082	000111111110110110110100000	15	   623.0	6	  26.1	   80.2	Inspect	NaN	NaN	NaN
2024-10-03 11:36:46.291	111111111111111101000010000	18	  1378.2	2	  40.0	  198.7	HF_2	2	1145	1370
2024-10-03 11:46:36.879	011111111111001001000000000	13	  1083.3	2	  26.0	  130.9	HF_2	2	1525	1320
2024-10-03 11:58:00.148	011001111111111111111000000	18	  3550.2	3	  79.6	  527.9	HF_3	3	1900	1530
2024-10-03 12:56:54.400	101111111111111111110110000	21	   397.1	6	  15.9	   54.4	Surface	NaN	NaN	NaN
2024-10-03 13:27:50.166	000110110110110110100000000	11	   864.8	1	   8.0	   22.1	Inspect	NaN	NaN	NaN
2024-10-03 16:07:43.580	110111111111111110010100000	18	   748.1	6	  13.1	   81.1	Inspect	NaN	NaN	NaN
2024-10-03 16:45:29.542	011001111111111111111000000	18	  1078.1	1	  18.9	   91.5	HF_6	6	1665	2000
2024-10-03 16:45:31.044	011001111111111111111000000	18	  1078.1	1	  18.9	   91.5	HF_6	6	45	20
2024-10-03 16:53:24.081	101111111111111101000000000	16	  1053.4	3	  27.6	  155.7	HF_3	3	1655	1295
2024-10-03 17:03:44.914	111111111111111111111000000	21	  2284.3	4	  55.1	  265.1	HF_4	4	1635	1690
2024-10-03 18:28:13.551	111111111111111110110000000	19	   335.5	1	  14.5	   32.9	Surface	NaN	NaN	NaN
2024-10-03 19:41:51.468	110111111111111110100100000	18	   571.2	6	  20.3	   64.7	Inspect	NaN	NaN	NaN
2024-10-03 21:11:06.498	000111111111111110100100000	16	   435.8	6	   9.6	   56.8	Inspect	NaN	NaN	NaN
2024-10-04 03:03:16.350	000111100110110110000000000	10	   314.8	6	  10.0	   31.2	Inspect	NaN	NaN	NaN
2024-10-04 15:50:24.949	110010010010110110010100000	11	   294.0	8	   9.2	   20.1	Inspect	NaN	NaN	NaN
2024-10-04 18:08:53.142	001001111111111111111111000	20	  5366.6	7	  41.5	  554.8	HF_7	NaN	NaN	NaN
2024-10-04 23:09:06.787	111111111111111111110100000	21	   364.0	6	  14.3	   32.2	Inspect	NaN	NaN	NaN
2024-10-05 01:18:53.521	001001111111111101000000000	13	   551.5	4	  13.5	   79.2	HF_4	4	1205	985
2024-10-05 01:23:09.751	111011111011001000000000000	11	   752.5	1	  10.4	   41.5	HF_1	1	NaN	1765
2024-10-05 01:33:01.040	111001101111001000000000000	10	  1032.1	1	  11.3	   59.4	HF_4	4	1385	1205
2024-10-05 02:07:38.942	111011111111110110100000000	16	   463.7	3	  16.7	   72.2	Inspect	NaN	NaN	NaN
2024-10-05 03:55:15.413	001001111111111111001000000	15	   803.1	5	  22.0	  102.8	HF_5	5	1540	1290
2024-10-05 06:54:31.170	001001111111111101111111000	19	  2797.2	8	  24.2	  196.9	HF_8	8	1400	NaN
2024-10-05 07:31:59.257	100001111111111101111111000	19	  1466.2	8	  15.3	  131.6	HF_8	8	1450	NaN
2024-10-05 09:04:47.620	100111111110110110000000000	13	   290.7	8	   7.7	   34.0	Inspect	NaN	NaN	NaN
2024-10-05 10:39:24.021	000110111111100110000000000	11	   295.9	1	  13.2	   28.0	Inspect	NaN	NaN	NaN
2024-10-05 12:52:25.419	001111111111111111111111000	22	 49643.7	4	1353.7	15250.6	HF_4	4	1665	1430
2024-10-05 12:52:26.870	001111111111111111111111000	22	 49643.7	4	1353.7	15250.6	HF_5	5	1820	1500
2024-10-05 12:52:27.971	001111111111111111111111000	22	 49643.7	4	1353.7	15250.6	HF_5	5	2220	1875
2024-10-05 12:52:29.586	001011110000000000111011000	10	 27721.6	6	  11.8	   39.5	HF_7	NaN	NaN	NaN
2024-10-05 17:47:59.201	111111111111101101000000000	16	  2381.8	1	  24.3	   90.9	HF_1	1	NaN	1675
2024-10-06 01:00:57.891	001111111111111111111111000	22	 35389.2	5	 245.5	 2440.2	HF_5	5	1790	1375
2024-10-06 01:01:01.285	001011111111111111111111000	21	  6561.2	5	  59.0	  322.9	HF_5	5	1810	1510
2024-10-06 01:05:01.008	001001111111111111111010000	18	  8000.1	5	  78.1	  784.3	HF_5	5	1635	1320
2024-10-06 01:53:55.692	010001001111111111000000000	12	  4851.0	4	  41.7	  591.1	HF_4	4	1965	1415
2024-10-06 02:00:26.967	100101100111111001000000000	11	  1681.2	4	  15.5	  186.3	HF_4	4	1755	1325
2024-10-06 07:16:13.221	000000000001101101111111000	11	  2968.4	7	  22.2	  299.0	HF_7	NaN	NaN	NaN
2024-10-06 07:27:09.417	110111111111111110110100000	19	   386.0	1	  12.3	   22.8	Inspect	NaN	NaN	NaN
2024-10-06 08:08:43.858	000000000011101101111111000	12	  3695.2	7	  23.0	  257.7	HF_7	7	1135	3220
2024-10-06 08:33:52.459	110110110110111110110110000	17	   310.1	8	   7.6	   15.6	Inspect	NaN	NaN	NaN
2024-10-06 10:48:58.162	110110110111111110110110000	18	   304.0	8	   8.6	   16.9	Surface	NaN	NaN	NaN
2024-10-06 10:58:35.617	010111111111111111110110000	20	   349.7	6	  11.4	   36.2	Inspect	NaN	NaN	NaN
2024-10-06 10:58:49.328	010110110110110110110110000	15	   535.2	6	   8.9	   24.0	Inspect	NaN	NaN	NaN
2024-10-06 12:07:49.225	111111111111111111110110000	22	   611.9	6	 106.2	  363.4	Surface	NaN	NaN	NaN
2024-10-06 12:19:02.648	110111111110101110110100000	17	   311.6	8	   6.7	   13.9	Inspect	NaN	NaN	NaN
2024-10-06 13:50:07.206	111111111111111110000000000	17	   512.5	1	   8.9	   25.4	HF_1	1	NaN	1315
2024-10-06 13:50:08.207	111111111111111110000000000	17	   512.5	1	   8.9	   25.4	HF_1	1	NaN	1315
2024-10-06 15:15:05.113	111111111111111110100000000	18	   269.4	8	  11.6	   28.7	Inspect	NaN	NaN	NaN
2024-10-06 17:28:25.669	110111111111111110110100000	19	   439.5	1	  12.5	   27.6	Inspect	NaN	NaN	NaN
2024-10-06 20:14:42.871	111111111011000000100000000	12	  1460.7	1	  13.1	   76.9	Attention	NaN	NaN	NaN
2024-10-06 21:03:50.623	111111111111001000000000000	13	   756.5	1	  17.0	   70.6	Attention	NaN	NaN	NaN
2024-10-06 21:35:06.870	111111111011001000000000000	12	   980.1	2	  23.1	  152.4	Attention	NaN	NaN	NaN
2024-10-06 22:26:14.183	000000100001101001101111000	10	   927.3	1	   9.6	   56.9	HF_8	8	910	NaN
2024-10-06 22:34:06.196	111001111111111111111000000	19	   792.6	6	  15.4	   52.3	HF_6	6	1745	2095
2024-10-07 03:03:39.428	111111111000110110000000000	13	 10581.2	1	  12.5	   52.7	HF_6	6	NaN	NaN
2024-10-07 04:13:07.903	111111111111111110110100000	20	   325.0	1	  14.8	   32.2	Inspect	NaN	NaN	NaN
2024-10-07 05:17:05.909	111101011001101001111110000	16	  9200.9	1	  20.5	  183.8	HF_7	NaN	NaN	NaN
2024-10-07 05:50:33.682	001000000011001001111110000	10	  1474.3	7	  10.9	   90.9	HF_7	7	1030	825
2024-10-07 06:06:07.584	111111011011001000000000000	11	   554.6	1	  10.9	   46.0	Attention	NaN	NaN	NaN
2024-10-07 08:33:56.774	111111111011111111111111000	23	 12805.7	1	  34.1	  266.0	HF_7	7	NaN	-730
2024-10-07 08:41:52.171	001111111011001000000000000	10	   476.0	1	  12.5	   52.0	Attention	NaN	NaN	NaN
2024-10-07 09:15:22.160	001001111111111101111111000	19	  1810.4	8	  21.2	  155.3	HF_8	8	1125	NaN
2024-10-07 10:06:59.362	101111111001001000000000000	10	   399.0	1	  10.4	   37.0	Attention	NaN	NaN	NaN
